sku,attribute_set_code,product_type,categories,product_websites,name,visibility,product_online,price,price_structure,url_key,qty
MEMNYNP16Z,FRANCISKIRK,simple,"NUTS/HEX NUTS/NYLON NUTS",base,TYPE P NYLON INSERT NUT ZP M16 (BOX 50),Catalog, Search,1,2.5,no,memnynp16z,1000
MEMNYNP20Z,FRANCISKIRK,simple,"NUTS/HEX NUTS/NYLON NUTS",base,TYPE P NYLON INSERT NUT ZP M20 (BOX 25),Catalog, Search,1,2.5,no,memnynp20z,1000
MEMNYNP4Z,FRANCISKIRK,simple,"NUTS/HEX NUTS/NYLON NUTS",base,TYPE P NYLON INSERT NUT ZP M4 (BOX 1000),Catalog, Search,1,2.5,no,memnynp4z,1000
MEMNYNP5Z,FRANCISKIRK,simple,"NUTS/HEX NUTS/NYLON NUTS",base,TYPE P NYLON INSERT NUT ZP M5 (BOX 1000),Catalog, Search,1,2.5,no,memnynp5z,1000
MEMNYNP6Z,FRANCISKIRK,simple,"NUTS/HEX NUTS/NYLON NUTS",base,TYPE P NYLON INSERT NUT ZP M6 (BOX 200),Catalog, Search,1,2.5,no,memnynp6z,1000
MEMNYNP8Z,FRANCISKIRK,simple,"NUTS/HEX NUTS/NYLON NUTS",base,TYPE P NYLON INSERT NUT ZP M8 (BOX 200),Catalog, Search,1,2.5,no,memnynp8z,1000
RAWM610LB,FRANCISKIRK,simple,"ANCHORING PRODUCTS/FIXINGS/MASONRY FIXINGS",base,RAWLBOLT LOOSE BOLT M6/10L (BAG 5),Catalog, Search,1,2.5,no,rawm610lb,1000
RAWM610PB,FRANCISKIRK,simple,"ANCHORING PRODUCTS/FIXINGS/MASONRY FIXINGS",base,RAWLBOLT PROJECTING BOLT M6/10P (BAG 5),Catalog, Search,1,2.5,no,rawm610pb,1000
MEMHTS10140Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 140MM (BOX 50),Catalog, Search,1,2.5,no,memhts10140z,1000
MEMHTS10150Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 150MM (BOX 50),Catalog, Search,1,2.5,no,memhts10150z,1000
MEMHTS1016Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 16MM (BOX 200),Catalog, Search,1,2.5,no,memhts1016z,1000
MEMHTS1020Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 20MM (BOX 200),Catalog, Search,1,2.5,no,memhts1020z,1000
MEMHTS1025Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 25MM (BOX 200),Catalog, Search,1,2.5,no,memhts1025z,1000
MEMHTS1030Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 30MM (BOX 200),Catalog, Search,1,2.5,no,memhts1030z,1000
MEMHTS1040Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 40MM (BOX 100),Catalog, Search,1,2.5,no,memhts1040z,1000
MEMHTS1045Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 45MM (BOX 100),Catalog, Search,1,2.5,no,memhts1045z,1000
MEMHTS1050Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 50MM (BOX 100),Catalog, Search,1,2.5,no,memhts1050z,1000
MEMHTS1055Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 55MM (BOX 100),Catalog, Search,1,2.5,no,memhts1055z,1000
MEMHTS1065Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 65MM (BOX 100),Catalog, Search,1,2.5,no,memhts1065z,1000
MEMHTS1070Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 70MM (BOX 100),Catalog, Search,1,2.5,no,memhts1070z,1000
MEMHTS1075Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 75MM (BOX 100),Catalog, Search,1,2.5,no,memhts1075z,1000
MEMHTS1080Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 80MM (BOX 50),Catalog, Search,1,2.5,no,memhts1080z,1000
MEMHTS12100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 100MM (BOX 50),Catalog, Search,1,2.5,no,memhts12100z,1000
MEMHTS12120Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 120MM (BOX 50),Catalog, Search,1,2.5,no,memhts12120z,1000
CB20,FRANCISKIRK,simple,"NAILS, PINS & FIXINGS/PINS & KEYS/DOWEL PINS",base,DOWEL PIN THROUGH HARDEN AND GROUND DIN 6325,Catalog, Search,1,6.35,no,cb20,1000
CB11,FRANCISKIRK,simple,"NAILS, PINS & FIXINGS/PINS & KEYS/DOWEL PINS",base,DOWEL PIN THROUGH HARDEN AND GROUND DIN 6325,Catalog, Search,1,9.95,no,cb11,1000
CB12,FRANCISKIRK,simple,"NAILS, PINS & FIXINGS/PINS & KEYS/DOWEL PINS",base,DOWEL PIN THROUGH HARDEN AND GROUND DIN 6325,Catalog, Search,1,6.35,no,cb12,1000
CB14,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET SET SCREWS/CUP POINT",base,SOCKET SET CUP POINT UNC BRASS,Catalog, Search,1,15.75,no,cb14,1000
CB15,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET SET SCREWS/CUP POINT",base,SOCKET SET CUP POINT 45H COARSE 45H DIN 916 SELF COLOUR,Catalog, Search,1,15.23,no,cb15,1000
CB16,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET SET SCREWS/CUP POINT",base,SOCKET SET CUP POINT 45H COARSE 45H DIN 916 SELF COLOUR,Catalog, Search,1,36.73,no,cb16,1000
CB17,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET SET SCREWS/CUP POINT",base,SOCKET SET CUP POINT 45H COARSE 45H DIN 916 SELF COLOUR,Catalog, Search,1,20.83,no,cb17,1000
CB18,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET SET SCREWS/CUP POINT",base,SOCKET SET CUP POINT 45H DIN 916 COARSE 45H ZINC YELLOW,Catalog, Search,1,6,no,cb18,1000
CB19,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET SET SCREWS/CUP POINT",base,SOCKET SET CUP POINT 45H DIN 916 COARSE 45H ZINC YELLOW,Catalog, Search,1,6.9,no,cb19,1000
TRL8M1000,FRANCISKIRK,simple,"ANCHORING PRODUCTS/THREADED ROD",base,M8 X 1MTR L/HAND MS ALLTHREAD,Catalog, Search,1,86.85,no,trl8m1000,1000
TRL10M1000,FRANCISKIRK,simple,"ANCHORING PRODUCTS/THREADED ROD",base,M10 X 1MTR L/HAND MS ALLTHREAD,Catalog, Search,1,149.95,no,trl10m1000,1000
TRL12M1000,FRANCISKIRK,simple,"ANCHORING PRODUCTS/THREADED ROD",base,M12 X 1MTR L/HAND MS ALLTHREAD,Catalog, Search,1,230.28,no,trl12m1000,1000
TRL16M1000,FRANCISKIRK,simple,"ANCHORING PRODUCTS/THREADED ROD",base,M16 X 1MTR L/HAND MS ALLTHREAD,Catalog, Search,1,365.75,no,trl16m1000,1000
TRL20M1000,FRANCISKIRK,simple,"ANCHORING PRODUCTS/THREADED ROD",base,M20 X 1MTR L/HAND MS ALLTHREAD,Catalog, Search,1,490.45,no,trl20m1000,1000
TRL24M1000,FRANCISKIRK,simple,"ANCHORING PRODUCTS/THREADED ROD",base,M24 X 1MTR L/HAND MS ALLTHREAD,Catalog, Search,1,967.03,no,trl24m1000,1000
STUD10ME1,FRANCISKIRK,simple,"ANCHORING PRODUCTS/THREADED ROD",base,M10 1.0P X 1MTR MS ALLTHREAD,Catalog, Search,1,151.78,no,stud10me1,1000
TR10MF1000,FRANCISKIRK,simple,"ANCHORING PRODUCTS/THREADED ROD",base,M10 1.25P X 1MTR MS ALLTHREAD,Catalog, Search,1,189.9,no,tr10mf1000,1000
STUD12MF1,FRANCISKIRK,simple,"ANCHORING PRODUCTS/THREADED ROD",base,M12 1.25P X 1MTR MS ALLTHREAD,Catalog, Search,1,265.35,no,stud12mf1,1000
STUD12M1,FRANCISKIRK,simple,"ANCHORING PRODUCTS/THREADED ROD",base,M12 1.5P X 1MTR MS ALLTHREAD,Catalog, Search,1,205.88,no,stud12m1,1000
STUD16M1.5,FRANCISKIRK,simple,"ANCHORING PRODUCTS/THREADED ROD",base,M16 1.5P X 1MTR MS ALLTHREAD,Catalog, Search,1,387.03,no,stud16m1.5,1000
STUD20M1,FRANCISKIRK,simple,"ANCHORING PRODUCTS/THREADED ROD",base,M20 1.5P X 1MTR MS ALLTHREAD,Catalog, Search,1,574.28,no,stud20m1,1000
STUD24M2,FRANCISKIRK,simple,"ANCHORING PRODUCTS/THREADED ROD",base,M24 2.0P X 1MTR MS ALLTHREAD,Catalog, Search,1,942.53,no,stud24m2,1000
MEMHTS2090Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M20 X 90MM (BOX 20),Catalog, Search,1,2.5,no,memhts2090z,1000
MEMHTS1035Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 35MM (BOX 100),Catalog, Search,1,2.5,no,memhts1035z,1000
MEMHTS1060Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 60MM (BOX 100),Catalog, Search,1,2.5,no,memhts1060z,1000
MEMHTS1090Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M10 X 90MM (BOX 50),Catalog, Search,1,2.5,no,memhts1090z,1000
MEMHTS1235Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 35MM (BOX 100),Catalog, Search,1,2.5,no,memhts1235z,1000
MEMHTS1260Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 60MM (BOX 50),Catalog, Search,1,2.5,no,memhts1260z,1000
MEMHTS1290Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 90MM (BOX 50),Catalog, Search,1,2.5,no,memhts1290z,1000
MEMHTS2490Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M24 X 90MM (BOX 10),Catalog, Search,1,2.5,no,memhts2490z,1000
MEMHTS6100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 100MM (BOX 100),Catalog, Search,1,2.5,no,memhts6100z,1000
MEMHTS625Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 25MM (BOX 500),Catalog, Search,1,2.5,no,memhts625z,1000
MEMHTS16140Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 140MM (BOX 25),Catalog, Search,1,2.5,no,memhts16140z,1000
MEMHTS1635Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 35MM (BOX 50),Catalog, Search,1,2.5,no,memhts1635z,1000
MEMHTS1660Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M16 X 60MM (BOX 50),Catalog, Search,1,2.5,no,memhts1660z,1000
MEMHTS8100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 100MM (BOX 100),Catalog, Search,1,2.5,no,memhts8100z,1000
MEMHTS830Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 30MM (BOX 200),Catalog, Search,1,2.5,no,memhts830z,1000
MEMHTS850Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M8 X 50MM (BOX 200),Catalog, Search,1,2.5,no,memhts850z,1000
MEMHTS2040Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M20 X 40MM (BOX 25),Catalog, Search,1,2.5,no,memhts2040z,1000
MEMHTS2060Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M20 X 60MM (BOX 25),Catalog, Search,1,2.5,no,memhts2060z,1000
