sku,attribute_set_code,product_type,categories,product_websites,name,visibility,product_online,price,price_structure,url_key,qty
MEMCAP2070Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW ZP M20 X 70MM (BOX 25),Catalog, Search,1,2.5,no,memcap2070z,1000
SCAPPEP2MG,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT/DUST MASKS - FFP2 PROTECTION",base,MOULDED DISPOSABLE MASK FFP2 NR (PACK 3),Catalog, Search,1,2.5,no,scappep2mg,1000
SCAPPEP2OFFV,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT/DUST MASKS - FFP2 PROTECTION",base,FOLD FLAT DISPOSABLE ODOUR MASK VALVED FFP2 PROTECTION (PACK 3),Catalog, Search,1,2.5,no,scappep2offv,1000
SCAPPEP2OMV,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT/DUST MASKS - FFP2 PROTECTION",base,MOULDED DISPOSABLE ODOUR MASK VALVED FFP2 PROTECTION (PACK 3),Catalog, Search,1,2.5,no,scappep2omv,1000
SCAPPEP3FFV,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT/DUST MASKS - FFP3 PROTECTION",base,FOLD FLAT DISPOSABLE VALVED DISPOSABLE MASK FFP3 PROTECTION (PACK 3),Catalog, Search,1,2.5,no,scappep3ffv,1000
SCAPPEVISL10,FRANCISKIRK,simple,"PPE/PERSONAL PROTECTION EQUIPMENT/SAFETY SHIELDS",base,LIGHT-DUTY FACE SHIELD (PACK 10),Catalog, Search,1,2.5,no,scappevisl10,1000
MEMHTS12130Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 130MM (BOX 50),Catalog, Search,1,2.5,no,memhts12130z,1000
MEMHTS12140Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 140MM (BOX 25),Catalog, Search,1,2.5,no,memhts12140z,1000
MEMHTS12150Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 150MM (BOX 25),Catalog, Search,1,2.5,no,memhts12150z,1000
MEMHTS1220Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 20MM (BOX 100),Catalog, Search,1,2.5,no,memhts1220z,1000
MEMHTS1225Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 25MM (BOX 100),Catalog, Search,1,2.5,no,memhts1225z,1000
MEMHTS1230Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 30MM (BOX 100),Catalog, Search,1,2.5,no,memhts1230z,1000
MEMHTS1240Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 40MM (BOX 100),Catalog, Search,1,2.5,no,memhts1240z,1000
MEMHTS1245Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 45MM (BOX 100),Catalog, Search,1,2.5,no,memhts1245z,1000
MEMHTS1250Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 50MM (BOX 50),Catalog, Search,1,2.5,no,memhts1250z,1000
MEMHTS1255Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 55MM (BOX 50),Catalog, Search,1,2.5,no,memhts1255z,1000
MEMHTS1265Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 65MM (BOX 50),Catalog, Search,1,2.5,no,memhts1265z,1000
MEMHTS1270Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 70MM (BOX 50),Catalog, Search,1,2.5,no,memhts1270z,1000
MEMHTS1275Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 75MM (BOX 50),Catalog, Search,1,2.5,no,memhts1275z,1000
MEMHTS1280Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M12 X 80MM (BOX 50),Catalog, Search,1,2.5,no,memhts1280z,1000
MEMHTS14100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M14 X 100MM (BOX 25),Catalog, Search,1,2.5,no,memhts14100z,1000
MEMHTS1440Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M14 X 40MM (BOX 50),Catalog, Search,1,2.5,no,memhts1440z,1000
MEMHTS24150Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M24 X 150MM (BOX 10),Catalog, Search,1,2.5,no,memhts24150z,1000
MEMHTS2450Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M24 X 50MM (BOX 10),Catalog, Search,1,2.5,no,memhts2450z,1000
MEMHTS2460Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M24 X 60MM (BOX 10),Catalog, Search,1,2.5,no,memhts2460z,1000
MEMHTS2465Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M24 X 65MM (BOX 10),Catalog, Search,1,2.5,no,memhts2465z,1000
MEMHTS2470Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M24 X 70MM (BOX 10),Catalog, Search,1,2.5,no,memhts2470z,1000
MEMHTS2475Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M24 X 75MM (BOX 10),Catalog, Search,1,2.5,no,memhts2475z,1000
MEMHTS2480Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M24 X 80MM (BOX 10),Catalog, Search,1,2.5,no,memhts2480z,1000
MEMHTS30100Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M30 X 100MM (BOX 5),Catalog, Search,1,2.5,no,memhts30100z,1000
MEMHTS3060Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M30 X 60MM (BOX 5),Catalog, Search,1,2.5,no,memhts3060z,1000
MEMHTS3080Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M30 X 80MM (BOX 5),Catalog, Search,1,2.5,no,memhts3080z,1000
MEMHTS610Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 10MM (BOX 500),Catalog, Search,1,2.5,no,memhts610z,1000
MEMHTS612Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 12MM (BOX 500),Catalog, Search,1,2.5,no,memhts612z,1000
MEMHTS616Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 16MM (BOX 500),Catalog, Search,1,2.5,no,memhts616z,1000
MEMHTS620Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 20MM (BOX 500),Catalog, Search,1,2.5,no,memhts620z,1000
MEMHTS630Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 30MM (BOX 500),Catalog, Search,1,2.5,no,memhts630z,1000
MEMHTS635Z,FRANCISKIRK,simple,"SOCKET PRODUCTS/PREPACKED SET SCREWS",base,HIGH TENSILE SET SCREW ZP M6 X 35MM (BOX 200),Catalog, Search,1,2.5,no,memhts635z,1000
MEMNYNT3Z,FRANCISKIRK,simple,"NUTS/HEX NUTS/NYLON NUTS",base,TYPE T NYLON INSERT NUT ZP M3 (BOX 1000),Catalog, Search,1,2.5,no,memnynt3z,1000
MEMSCAP416,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M4 X 16MM (BOX 200),Catalog, Search,1,2.5,no,memscap416,1000
MEMSCAP516,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M5 X 16MM (BOX 200),Catalog, Search,1,2.5,no,memscap516,1000
MEMSCAP612,FRANCISKIRK,simple,"SOCKET PRODUCTS/SOCKET CAP",base,SOCKET CAP SCREW SELF COLOUR M6 X 12MM (BOX 200),Catalog, Search,1,2.5,no,memscap612,1000
MEMWAA10Z,FRANCISKIRK,simple,"WASHERS/TYPE A WASHER",base,TYPE A WASHER BRIGHT ZP 10MM (BOX 100),Catalog, Search,1,2.5,no,memwaa10z,1000
MEMWAA12Z,FRANCISKIRK,simple,"WASHERS/TYPE A WASHER",base,TYPE A WASHER BRIGHT ZP 12MM (BOX 100),Catalog, Search,1,2.5,no,memwaa12z,1000
MEMWAA16Z,FRANCISKIRK,simple,"WASHERS/TYPE A WASHER",base,TYPE A WASHER BRIGHT ZP 16MM (BOX 100),Catalog, Search,1,2.5,no,memwaa16z,1000
MEMWAA18Z,FRANCISKIRK,simple,"WASHERS/TYPE A WASHER",base,TYPE A WASHER BRIGHT ZP 18MM (BOX 100),Catalog, Search,1,2.5,no,memwaa18z,1000
MEMWAA27Z,FRANCISKIRK,simple,"WASHERS/TYPE A WASHER",base,TYPE A WASHER BRIGHT ZP 27MM (BOX 50),Catalog, Search,1,2.5,no,memwaa27z,1000
MEMWAA30Z,FRANCISKIRK,simple,"WASHERS/TYPE A WASHER",base,TYPE A WASHER BRIGHT ZP 30MM (BOX 50),Catalog, Search,1,2.5,no,memwaa30z,1000
MEMWAA4Z,FRANCISKIRK,simple,"WASHERS/TYPE A WASHER",base,TYPE A WASHER BRIGHT ZP 4MM (BOX 1000),Catalog, Search,1,2.5,no,memwaa4z,1000
RAWM810PB,FRANCISKIRK,simple,"ANCHORING PRODUCTS/FIXINGS/MASONRY FIXINGS",base,RAWLBOLT PROJECTING BOLT M8/10P (BAG 5),Catalog, Search,1,2.5,no,rawm810pb,1000
RAWM825LB,FRANCISKIRK,simple,"ANCHORING PRODUCTS/FIXINGS/MASONRY FIXINGS",base,RAWLBOLT LOOSE BOLT M8/25L (BAG 5),Catalog, Search,1,2.5,no,rawm825lb,1000
RAWM840LB,FRANCISKIRK,simple,"ANCHORING PRODUCTS/FIXINGS/MASONRY FIXINGS",base,RAWLBOLT LOOSE BOLT M8/40L (BAG 5),Catalog, Search,1,2.5,no,rawm840lb,1000
RAWM860PB,FRANCISKIRK,simple,"ANCHORING PRODUCTS/FIXINGS/MASONRY FIXINGS",base,RAWLBOLT PROJECTING BOLT M8/60P (BAG 5),Catalog, Search,1,2.5,no,rawm860pb,1000
RAWM8EYEB,FRANCISKIRK,simple,"ANCHORING PRODUCTS/FIXINGS/HOOK & EYE MASONRY FIXINGS",base,RAWLBOLT EYE BOLT M8 (BAG 5),Catalog, Search,1,2.5,no,rawm8eyeb,1000
TAC0342,FRANCISKIRK,simple,"NAILS, PINS & FIXINGS/NAILS/STAPLES, BRADS & NAILS",base,140 GALVANISED STAPLES 10MM (PACK 5000),Catalog, Search,1,2.5,no,tac0342,1000
TAC0343,FRANCISKIRK,simple,"NAILS, PINS & FIXINGS/NAILS/STAPLES, BRADS & NAILS",base,140 GALVANISED STAPLES 12MM (PACK 5000),Catalog, Search,1,2.5,no,tac0343,1000
TAC1217,FRANCISKIRK,simple,"NAILS, PINS & FIXINGS/NAILS/STAPLES, BRADS & NAILS",base,140 STAINLESS STEEL STAPLES 10MM (PACK 2000),Catalog, Search,1,2.5,no,tac1217,1000
TAC1220,FRANCISKIRK,simple,"NAILS, PINS & FIXINGS/NAILS/STAPLES, BRADS & NAILS",base,140 STAINLESS STEEL STAPLES 12MM (PACK 2000),Catalog, Search,1,2.5,no,tac1220,1000
TAC1419,FRANCISKIRK,simple,"NAILS, PINS & FIXINGS/NAILS/STAPLES, BRADS & NAILS",base,140 GALVANISED STAPLES 12MM (PACK 2000),Catalog, Search,1,2.5,no,tac1419,1000
TAC1531,FRANCISKIRK,simple,"NAILS, PINS & FIXINGS/NAILS/STAPLES, BRADS & NAILS",base,15 GAUGE HARDENED FINISH NAILS 35MM PACK 1500,Catalog, Search,1,2.5,no,tac1531,1000
TAC1533,FRANCISKIRK,simple,"NAILS, PINS & FIXINGS/NAILS/STAPLES, BRADS & NAILS",base,15 GAUGE HARDENED FINISH NAILS 45MM PACK 1500,Catalog, Search,1,2.5,no,tac1533,1000
TAC1534,FRANCISKIRK,simple,"NAILS, PINS & FIXINGS/NAILS/STAPLES, BRADS & NAILS",base,15 GAUGE HARDENED FINISH NAILS 50MM PACK 1500,Catalog, Search,1,2.5,no,tac1534,1000
TREPC10M,FRANCISKIRK,simple,"ANCHORING PRODUCTS/FIXINGS/WORKTOP CLAMPS",base,PC/10/M PANEL BUTT CONNECTORS PACK OF 10,Catalog, Search,1,2.5,no,trepc10m,1000
TREPC50M,FRANCISKIRK,simple,"ANCHORING PRODUCTS/FIXINGS/WORKTOP CLAMPS",base,PC/50/M PANEL BUTT CONNECTORS PACK OF 50,Catalog, Search,1,2.5,no,trepc50m,1000
UPOGLLAD,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,ISOPON FASTGLAS RESIN & GLASS FIBRE KIT LARGE,Catalog, Search,1,2.5,no,upogllad,1000
UPOGLSMD,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,ISOPON FASTGLAS RESIN & GLASS FIBRE KIT SMALL,Catalog, Search,1,2.5,no,upoglsmd,1000
UPOH3840S,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,HARDENER FOR P.38/P.40 SACHET 20G,Catalog, Search,1,2.5,no,upoh3840s,1000
UPOHREDL,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,HARDENER FOR P.38/P.40 SACHET 40G,Catalog, Search,1,2.5,no,upohredl,1000
UPOP381,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,P.38 MULTI-PURPOSE BODY FILLER TIN 600ML,Catalog, Search,1,2.5,no,upop381,1000
UPOP382,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,P.38 MULTI-PURPOSE BODY FILLER TIN 1.2 LITRE,Catalog, Search,1,2.5,no,upop382,1000
UPOP384,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,P.38 MULTI-PURPOSE BODY FILLER TIN 2.25 LITRE,Catalog, Search,1,2.5,no,upop384,1000
UPOP38S,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,P.38 MULTI-PURPOSE BODY FILLER TIN 250ML,Catalog, Search,1,2.5,no,upop38s,1000
UPOP40S,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,P.40 BODY FILLER FOR HOLES TIN 250ML,Catalog, Search,1,2.5,no,upop40s,1000
UPOPM1,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,ALUMINIUM MESH 25 X 20CM (P.38-P.40),Catalog, Search,1,2.5,no,upopm1,1000
UPORELA,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,ISOPON FASTGLAS LAMINATING RESIN TIN 500ML,Catalog, Search,1,2.5,no,uporela,1000
UPOTRAG10,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GLASS FIBRE RESIN & CAR BODY FILLER",base,HIGH-PERFORMANCE TACK CLOTHS (PACK 10),Catalog, Search,1,2.5,no,upotrag10,1000
MGD150442,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS",base,LET IT SHINE! MICROFIBRE CLOTHS X 4 (BOX 5),Catalog, Search,1,2.5,no,mgd150442,1000
MGD159830,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS",base,CRYSTAL CLEAR WINDOW CLOTH X 1,Catalog, Search,1,2.5,no,mgd159830,1000
FAIAUDEPTH,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/PUMPS, TYRE DEPTH & PRESSURE GAUGES",base,TYRE DEPTH GAUGE DIGITAL READOUT 0-25MM,Catalog, Search,1,2.5,no,faiaudepth,1000
FAIAUFPUMP1,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/PUMPS, TYRE DEPTH & PRESSURE GAUGES",base,FOOT PUMP SINGLE CYLINDER WITH GAUGE,Catalog, Search,1,2.5,no,faiaufpump1,1000
MGD166351,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS",base,SCRUB AWAY HEAVY-DUTY SCOURER X 1,Catalog, Search,1,2.5,no,mgd166351,1000
PKT000272,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING CHAIN SPRAY ULTRA LUBRICANT 400ML,Catalog, Search,1,2.5,no,pkt000272,1000
PKT000273,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING SUPER LUBRICANT 400ML,Catalog, Search,1,2.5,no,pkt000273,1000
PKT000274,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING CARBON GRIP 400ML,Catalog, Search,1,2.5,no,pkt000274,1000
PKT000275,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING CHAIN CLEANER GEL 400ML,Catalog, Search,1,2.5,no,pkt000275,1000
PKT000276,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING BEARING GREASE 200ML,Catalog, Search,1,2.5,no,pkt000276,1000
PKT000277,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING SHIELD 400ML,Catalog, Search,1,2.5,no,pkt000277,1000
PKT000278,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING DISC BRAKE CONDITIONER SPRAY 400ML,Catalog, Search,1,2.5,no,pkt000278,1000
PKT000280,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING CHAIN OIL - SPORT 100ML,Catalog, Search,1,2.5,no,pkt000280,1000
PKT000281,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING BIO CLEANER 500ML,Catalog, Search,1,2.5,no,pkt000281,1000
PKT000283,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING SILICONE SPRAY 400ML,Catalog, Search,1,2.5,no,pkt000283,1000
PKT000284,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING PTFE SPRAY 400ML,Catalog, Search,1,2.5,no,pkt000284,1000
PKT000285,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING VASELINE SPRAY 400ML,Catalog, Search,1,2.5,no,pkt000285,1000
PKT000286,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING E-BIKE CONTACT CLEANER SPRAY 200ML,Catalog, Search,1,2.5,no,pkt000286,1000
FAIAUFPUMP2,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/PUMPS, TYRE DEPTH & PRESSURE GAUGES",base,FOOT PUMP DOUBLE CYLINDER WITH GAUGE,Catalog, Search,1,2.5,no,faiaufpump2,1000
FAIAUFUNNEL3,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/ENGINE CONSUMABLES & FUEL PRODUCTS",base,PLASTIC FUNNEL 150MM SET, 3 PIECE,Catalog, Search,1,2.5,no,faiaufunnel3,1000
FAIAUHPUMP,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/PUMPS, TYRE DEPTH & PRESSURE GAUGES",base,HIGH-PRESSURE HAND PUMP MAX. 160 PSI,Catalog, Search,1,2.5,no,faiauhpump,1000
FAIAUJERRY10,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/ENGINE CONSUMABLES & FUEL PRODUCTS",base,GREEN JERRY CAN - METAL 10 LITRE,Catalog, Search,1,2.5,no,faiaujerry10,1000
FAIAUJERRY20,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/ENGINE CONSUMABLES & FUEL PRODUCTS",base,GREEN JERRY CAN - METAL 20 LITRE,Catalog, Search,1,2.5,no,faiaujerry20,1000
FAIAUJERRY5,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/ENGINE CONSUMABLES & FUEL PRODUCTS",base,GREEN JERRY CAN - METAL 5 LITRE,Catalog, Search,1,2.5,no,faiaujerry5,1000
FAIAUJL16MM,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BATTERY CHARGERS & JUMP LEADS",base,JUMP LEADS 3M X 16MM & STORAGE BAG,Catalog, Search,1,2.5,no,faiaujl16mm,1000
FAIAUJL5MM,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/BATTERY CHARGERS & JUMP LEADS",base,JUMP LEADS 2.5M X 5MM & STORAGE BAG,Catalog, Search,1,2.5,no,faiaujl5mm,1000
FAIAUNOZZLE,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/ENGINE CONSUMABLES & FUEL PRODUCTS",base,JERRY CAN SPOUT RUBBER NOZZLE,Catalog, Search,1,2.5,no,faiaunozzle,1000
FAIAUPGAUGE,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/PUMPS, TYRE DEPTH & PRESSURE GAUGES",base,TYRE PRESSURE DIAL GAUGE 60 PSI,Catalog, Search,1,2.5,no,faiaupgauge,1000
PKT000287,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING E-BIKE ELECTRO PROTECT SPRAY 200ML,Catalog, Search,1,2.5,no,pkt000287,1000
PKT000289,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING PENETRATING OIL 200ML,Catalog, Search,1,2.5,no,pkt000289,1000
PKT000290,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING FOAM CLEANER 400ML,Catalog, Search,1,2.5,no,pkt000290,1000
PKT000291,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING BRAKE CLEANER 200ML,Catalog, Search,1,2.5,no,pkt000291,1000
PKT000292,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,SPORT CYCLING CHAIN SPRAY LUBRICANT 200ML,Catalog, Search,1,2.5,no,pkt000292,1000
PKT000293,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING SUPER LUBRICANT 200ML,Catalog, Search,1,2.5,no,pkt000293,1000
PKT000294,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING SILICONE SPRAY 200ML,Catalog, Search,1,2.5,no,pkt000294,1000
PKT000295,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING PTFE SPRAY 200ML,Catalog, Search,1,2.5,no,pkt000295,1000
PKT000296,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/CYCLING CONSUMABLES",base,CYCLING IMPREGNATION AGENT SPRAY 400ML,Catalog, Search,1,2.5,no,pkt000296,1000
PKT090102,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GENERAL CAR MAINTENANCE",base,PRO V-BELT SPRAY 500ML,Catalog, Search,1,2.5,no,pkt090102,1000
PKT090104,FRANCISKIRK,simple,"CLEANING PRODUCTS/CLEANING & HEATING/CLEANING PRODUCTS",base,PRO IMPREGNATION SPRAY 500ML,Catalog, Search,1,2.5,no,pkt090104,1000
PKT090108,FRANCISKIRK,simple,"CLEANING PRODUCTS/CAR MAINTENANCE & VALETING PRODUCTS/GENERAL CAR MAINTENANCE",base,PRO ELECTRO PROTECT 500ML,Catalog, Search,1,2.5,no,pkt090108,1000
